question_id,question_content,question_tags
23861,stress urinari incontin,stress  stress incontin  urinari incontin  incontin  leak urin  loss bladder control  exercis  stress urinari incontin  run  minim invas surgeri
238702,33wks  pregnant   bad toothach  tylenol work cannot see ob dentist tuesday  safe take motrin pain,tooth pain  pregnanc  tylenol  healthi pregnanc  femal health  obstetr  motrin  ibuprofen  dentistri  acetaminophen
245381, panic attack seizur  1 muscl jump sometim like shoulder arm 2 dizzi 3 headach templ 4 andrenalin rush,headach  dizzi  seizur disord  seizur  panic attack  jump  vertigo  adrenalin
249152,wasp sting yesterday toe last two hour swollen doubl size hurt ,non steroid anti inflammatori drug  ibuprofen  benadryl  wasp sting
250771,like breast cancer doctor took mammogram  ultrasound  breast mri,breast cancer  breast carcinoma  cancer  mammogram  mri  mri breast  magnet reson imag  sonogram  mri scan  biopsi
253407,problem runni nose itchi eye  itchi throat  took medicin cold n flu didnt work nose still run  pleas help,rhiniti  itchi eye  flu  high blood pressur  allegra  phenylephrin  claritin  oxymetazolin  zyrtec  runni nose
253915,seek second opinion radiologist state area baselin breast scan within normal tissu repeat mammogram ultrasound would like see 6 month compar scan ,femal health  sonogram  radiolog  mammogram
255870,consid cosmet surgeri get front teeth align,teeth  cosmet  plastic surgeri  surgeri  orthodont  insur  cosmet surgeri
261585,wors anxieti go see doctor  alway except wors  diagnosi   heart rate alway high like 140  plus blood pressur alway  calm  enough go see  doctor  anxieti make avoid go,feel anxious  anxieti  behavior therapi  exercis  behavior modif  heart rate  therapist  calm  lexapro  blood pressur
262407,today im product cough due pulmonari fibrosi caus lung radiat  help get  control without hospit stay,cough  product cough  pulmonari fibrosi  gamma ray  irradi  radioact  lung radiat  prednison
267892,stop snore,snore  apnea  sleep apnea  sleep  snore  sleep medicin
271287,pelvic prolaps caus incontin,urinari incontin  leak urin  incontin  surgeri  loss bladder control
271756,lot ear jaw pain tonsillectomi,tmj syndrom  jaw pain  analges  exercis  pain medicin  remov tonsil
274119,smoke twenti year recent quit  allergi post nasal drip  matter get rid post nasal drip subsequ bad breath  quit smoke help somewhat realli  use salin nasal spray,nasal polyp  hypersensit  smoke  nasal spray  child allergi  pretz  quit smoke  oxymetazolin  seamist  smoke cessat
27430,vagin child birth lead stress incontin women,stress  stress incontin  incontin  femal health  children  bladder  nerv
274543,aafter walk belch  chest pain  nervous think heart attack hav normal ecg  2decho  stress test stomach bloat,belch  stress  chest pain  nervous  heart attack  cardiac arrest  chest pressur  chest tight  myocardi infarct  hepat
276362,suspect may prolaps  45  2 children mother grandmoth prolaps uterus  symptom long term  ie last year  feel pressur low  discomfort stress  incontin exer,constip  stress  stress incontin  incontin  gynecologist  bladder  femal health  children  urin  bowel
277695,ok altern zyrtecprescrib benadryl otc day allergi attack  would z b pm  17mth old male,hypersensit  diphenhydramin  histamin  antihistamin  cetirizin  allergi  benadryl  zyrtec
277901,cold sinus infect runni stuffi nose  itchi scratchi throat  top right teeth seem sore  front right tooth becom super sensit temperatur night  seem feel cold  dri cough chap lip,sinus  stuf nose  dri cough  cough  teeth  itch throat  low temperatur  chap lip
278305,nonfood allergi caus sore throat  seem reson ear  jaw  chest  mouth,sore throat  throat pain  throat clear  mouth breath  food allergi  hypersensit  child allergi  nutrit  food allergi  allergi
278909,chest pain  breast  left side feel pain take deep breath  happen  worri ,musculoskelet pain  chest pain  chest tight  chest pressur  angina  femal health
279723,differ medicin take heart take amoxicillin 875 mg tablet  mi teeth dentist gave,teeth  heart attack  myocardi infarct  amoxicillin  dentistri  amoxil
28185,mani cortison shot mani treat tenni elbow,tenni elbow  necrosi  steroid shot  cortizon  cortison  ruptur
285513,lung cancer servivor 15 year bronchitus sinc mid juli chest xray cat scan lung fine cancer treatment surgeri remov top lobe left lung 6 half week radiiat,bronchiti  multi infarct dementia  cancer  lung cancer  clear fluid leak vagina  roentgen ray  surgeri  ct scan  copd  xray chest
285540,biopsi show spitz nevus cell anoth type benign mole  melenoma cant rule yet  melanoma grow benign mole,mole  melanoma  skin cancer  biopsi  benign mole
286092,itchi white bump scalp   safe color hair,dandruff  seborrh dermat  dermatolog
286797,ive bad headach across forehead  ear neck pain feel like tooth ach 8 week  went doctor gave antibiot didnt work  went dentist said there noth wrong teeth,headach  neck pain  teeth  tooth pain  earach  migrain headach  common migrain  tmj syndrom  facial pain  dentistri
290085,subungu melanoma spread bottom foot new small brown lump bottom foot  look like small mole wasnt,mole  skin cancer  melanoma
290582,birth control method least like caus depress fatigu weak,asthenia  fatigu  depress  lethargi  spermicid  birth control  intrauterin devic  vasectomi  condom  contracept
29227,dvt clot behind knee  better wear compress stock knee,blood clot leg  deep venous thrombosi  anticoagul  compress  wear compress stock
29257,long could take swell leg go dvt diagnosi warfarin start,blood clot  blood clot leg  deep venous thrombosi  warfarin  coumadin
303906,mammogram ultrasound best earli breast cancer detect,breast cancer  breast carcinoma  cancer  mammogram  sonogram
304447,long term effect radiat therapi breast cancer vs surgeri,underact thyroid  hypothyroid  lymphedema  neoplasm  brachial plexus injuri  breast cancer  breast carcinoma  cancer  invas carcinoma  carcinoma situ
30690,recoveri timelin arthroscop knee surgeri,exercis  gait  exercis program  surgeri  knee surgeri  arthroscopi
315046,big toe broken one doc podiatrist say displac  sport med surgeon slight  agre surgeri  agre,toe fractur  surgeri  podiatri
319523,unfinish root canal readi fill tooth jaw pain subsid  lymph node still swollen  ok finish,facial pain  jaw pain  root canal
319950,normal breath sound 92 yo night long gasp  laps  loud breath  typic snore  never noisi  sleep apnea,snore  apnea  sleep apnea  sleep  snore
323383,femor neuropathi simpl arthoscop knee surgeri  doctor tell nerv blockhow common long last,nerv damag  neuropathi  surgeri  nerv block  nerv  knee surgeri
323732,mammogram report result came back birad 4 sonogram report came back negat doctor recommend  breast biopsi,wound  digit mammogram  breast needl biopsi  ultrasound breast  imag  femal health  sonogram  mammogram  breast biopsi  biopsi
323800,hear sound ear im swallow  also make sound everytim want  sound somehow like click sound  normal,dentistri
323935,recent acl surgeri 5month ago  start experi knee crackl everi time bend  normal,acl reconstruct  surgeri
325099,remov pain callus underneath toe,podiatri  callus
329771,get mammogram im 27 pain one breast usual goe away late hurt,mammogram  digit mammogram  ultrasound breast
329999,normal blood pressur even though im overweight  sever month  get lot swell leg feet daili ,overweight  high blood pressur  fibroid  pregnanc  sodium  mild elev blood pressur  blood pressur
330575,possibl lyme go undignos  long time evolv ms  ive test posit ,punctur wound  multipl sclerosi  lyme diseas  central nervous system  lumbar punctur  imag
33741,could carotid arteri clear massag neck,plaqu  arteri
337828,develop halo mole  need concern stitch remov squamous cell cancer mole 3 day ago ,mole  squamous cell cancer  cancer  squamous cell  dermatolog
338078,could caus tender multipl swollen lymph node left side bodi neck armpit headach fatigu,fatigu  headach  lethargi  swollen gland  enlarg lymph node
34159,normal tingl hand carpal tunnel surgeri,tingl  surgeri  nerv  carpal tunnel surgeri  carpal tunnel syndrom
342655,ive acl reconstruct foot leg tingl hurt realli bad  noth els bother  pain knee  could reason,foot pain  tingl  gait  acl reconstruct
343042,select surgeon inguin hernia surgeri  one lower degre perform most hernia  late  mani patient come back infect  asuperior degre  most perform upper abdomen least post surgic,lump groin  groin hernia  inguin hernia  hernia  inguin hernia surgeri  hernia repair  ruptur  hernia surgeri  surgeri
343879,best method drain dental abscess,abscess  tooth abscess  dental abscess  dentistri  oral maxillofaci surgeri
344677,9 year old daughter appear sinus infect facial pain  stuffy  cough week  pediatrician twice  antibiot past three night prior vomit lie tri,vomit  nausea  sinus  cough  facial pain  vertigo  pediatr pulmonolog  pulmonolog  pediatr  facial
347554,caus swollen   hard  pain gland left side groin,
351313,yes   vagin discharg brownish   cream color   bath daili sometim 3 time day vagina fart smell   std,sexual transmit diseas  sexual transmit infect  std  vagin discharg  femal health
352476,caviti wisdom tooth make tmd symptom wors,tmj syndrom  dentistri  caviti
354704,impact wisdom tooth caus dizzi ach,dizzi  dental pain  tooth pain  deal wisdom teeth  wisdom tooth extract  oral surgeri  oral maxillofaci surgeri  dentistri  vertigo
35732,aspirin  acetaminophen ibuprofen equal good prevent heart attack,tempra  rufen  panadol  nuprin  motrin  ibuprofen  halfprin  bayer  aspirin  advil
35735,take advil headach take low dose aspirin,headach  high blood pressur  kidney problem  ibuprofen  alev  zorprin  low dose aspirin  naproxen  halfprin  empirin
358348,hida scan came back 74%  low hyperact gallbladd  im experienc pain right rib  nausea  vomit,vomit  nausea  hyperact  nuclear scan  emesi  nausea vomit  bile  hida scan  hormon
359864,period 23 day late  sex 2 day expect start date miss last 2 birth control pillsin pack  symptom  negat serum hcg  could possibl pregnant still,urin  urinalysi  pregnanc test  menstrual period  menstrual cycl  contracept  birth control  healthi pregnanc  femal health  sex
360746,salin nasal spray safe use asthma allergi thank ,sinus  asthma  hypersensit  nasal allergi  nasal spray  child allergi  oxymetazolin  pretz  seamist  douch
365457,33 year old  symptom are: bloat time  chill  headach  nausea  lower back pain  swollen abdomen lot gas  feel dizzi rare case  could problem,influenza  flatul  dizzi  headach  nausea  back pain  pass gas  swollen belli  swollen abdomen  low back pain
366195,breast ultrasound effect mammogram,wound  ultrasound breast  magnet reson imag  imag  mri scan  mri breast  sonogram  mammogram  digit mammogram
370055,think may urinari tract infect  hurt urin urin fade strong odor ,urinari tract infect  urinari urgenc  urgent care  micturit  urin  urin
370617,diabet heart diseas dizzi  short breath  cold tip finder chest pain strong indicatro diabet heart diseas,fatigu  perspir  diabet  nausea  dizzi  chest pain  heart diseas  chest pressur  chest tight  lethargi
370754,get regular mammogram breast cancer run famili  want make sure im everyth stay good health  age recommend women start get mammogram,breast carcinoma  breast cancer  cancer  radiolog  femal health  surgeri  run  mammogram
37080,what relationship interstiti lung diseas pulmonari fibrosi,lung diseas  interstiti lung diseas  pulmonari fibrosi  idiopath pulmonari fibrosi  idiopath
37191,long tonsillectomi eat real food,scratch  nutrit  remov tonsil
379810,bee sting make whole leg swell  even yore allerg got stung bee medial left knee 36 hour ago  never saw bee  assum symptom bee  sting swell nonstop sinc,bee sting  allergi
380710, bad sore throat  fever consist 99101 degre  headach  slight cough  stuf nose came quit sudden sunday  could,flu  cough  throat pain  fever  sore throat  headach  stuf nose  common cold
382289,hernia groin basketbal tryout today  safe tryout right side realli close creas thigh meet vagina,hernia  femal health
382981,pain right eye  nose forehead  also feel disori  never sinus problem  lupus  high blood pressur heart bypass past  even hurt put glass ,high blood pressur  feel disori  system lupus erythematosus  abnorm blood pressur  glass  hypertens  eyeglass  bypass surgeri  blood pressur  hypertens
383294,would deep plane face lift leav less sensat face breast lift year ago  know cosmet surgeri caus loss feel treatment area  id like reduc sag cheek around mouth,surgeri  facelift  cosmet surgeri  breast lift
384191,ingrown toenail develop skin abscess ive alway irrit ingrown toenail  late  even red swell toe near nail  clip nail sever day ago still swell  actual went,red skin  abscess  skin abscess  ingrown toenail  foot care  podiatri  toe pain
386024,need pet scan surviv breast cancer breast cancer stage 1 treatment success   mammogram cancer   treatment chemotherapi radiat ,breast cancer  breast carcinoma  cancer  pet  magnet reson imag  comput tomographi  femal health  radioact  medic oncolog  pet scan
